zip,state
9051,Friesland
9053,Friesland
9054,Friesland
9055,Friesland
9056,Friesland
9057,Friesland
9060,Friesland
9061,Friesland
9062,Friesland
9063,Friesland
9064,Friesland
9067,Friesland
9071,Friesland
9072,Friesland
9073,Friesland
9074,Friesland
9075,Friesland
9076,Friesland
9077,Friesland
9078,Friesland
9079,Friesland
9081,Friesland
9082,Friesland
9083,Friesland
9084,Friesland
9085,Friesland
9086,Friesland
9087,Friesland
9088,Friesland
9089,Friesland
9091,Friesland
9100,Friesland
9101,Friesland
9102,Friesland
9103,Friesland
9104,Friesland
9105,Friesland
9106,Friesland
9107,Friesland
9108,Friesland
9109,Friesland
9111,Friesland
9112,Friesland
9113,Friesland
9114,Friesland
9121,Friesland
9122,Friesland
9123,Friesland
9124,Friesland
9125,Friesland
9131,Friesland
9132,Friesland
9133,Friesland
9134,Friesland
9135,Friesland
9136,Friesland
9137,Friesland
9138,Friesland
9141,Friesland
9142,Friesland
9143,Friesland
9144,Friesland
9145,Friesland
9146,Friesland
9147,Friesland
9148,Friesland
9150,Friesland
9151,Friesland
9152,Friesland
9153,Friesland
9154,Friesland
9155,Friesland
9156,Friesland
9160,Friesland
9161,Friesland
9162,Friesland
9163,Friesland
9164,Friesland
9166,Friesland
9171,Friesland
9172,Friesland
9173,Friesland
9174,Friesland
9175,Friesland
9176,Friesland
9177,Friesland
9178,Friesland
9200,Friesland
9201,Friesland
9202,Friesland
9203,Friesland
9204,Friesland
9205,Friesland
9206,Friesland
9207,Friesland
9211,Friesland
9212,Friesland
9213,Friesland
9214,Friesland
9215,Friesland
9216,Friesland
9217,Friesland
9218,Friesland
9219,Friesland
9221,Friesland
9222,Friesland
9223,Friesland
9230,Friesland
9231,Friesland
9233,Friesland
9240,Friesland
9241,Friesland
9243,Friesland
9244,Friesland
9245,Friesland
9246,Friesland
9247,Friesland
9248,Friesland
9249,Friesland
9250,Friesland
9251,Friesland
9254,Friesland
9255,Friesland
9256,Friesland
9257,Friesland
9258,Friesland
9260,Friesland
9261,Friesland
9262,Friesland
9263,Friesland
9264,Friesland
9265,Friesland
9269,Friesland
9270,Friesland
9271,Friesland
9280,Friesland
9281,Friesland
9283,Friesland
9284,Friesland
9285,Friesland
9286,Friesland
9287,Friesland
9288,Friesland
9289,Friesland
9290,Friesland
9291,Friesland
9292,Friesland
9293,Friesland
9294,Friesland
9295,Friesland
9296,Friesland
9297,Friesland
9298,Friesland
9299,Friesland
9300,Drenthe
9301,Drenthe
9302,Drenthe
9304,Drenthe
9305,Drenthe
9306,Drenthe
9307,Drenthe
9311,Drenthe
9312,Drenthe
9313,Drenthe
9314,Drenthe
9315,Drenthe
9320,Drenthe
9321,Drenthe
9330,Drenthe
9331,Drenthe
9333,Drenthe
9334,Drenthe
9335,Drenthe
9336,Drenthe
9337,Drenthe
9341,Drenthe
9342,Drenthe
9343,Drenthe
9350,Groningen
9351,Groningen
9354,Groningen
9355,Groningen
9356,Groningen
9359,Groningen
9361,Groningen
9362,Groningen
9363,Groningen
9364,Groningen
9365,Groningen
9366,Groningen
9367,Groningen
9400,Drenthe
9401,Drenthe
9402,Drenthe
9403,Drenthe
9404,Drenthe
9405,Drenthe
9406,Drenthe
9407,Drenthe
9408,Drenthe
9409,Drenthe
9410,Drenthe
9411,Drenthe
9412,Drenthe
9413,Drenthe
9414,Drenthe
9415,Drenthe
9416,Drenthe
9417,Drenthe
9418,Drenthe
9419,Drenthe
9420,Drenthe
9421,Drenthe
9422,Drenthe
9423,Drenthe
9430,Drenthe
9431,Drenthe
9432,Drenthe
9433,Drenthe
9434,Drenthe
9435,Drenthe
9436,Drenthe
9437,Drenthe
9438,Drenthe
9439,Drenthe
9441,Drenthe
9442,Drenthe
9443,Drenthe
9444,Drenthe
9445,Drenthe
9446,Drenthe
9447,Drenthe
9448,Drenthe
9449,Drenthe
9450,Drenthe
9451,Drenthe
9452,Drenthe
9453,Drenthe
9454,Drenthe
9455,Gelderland
9456,Drenthe
9457,Drenthe
9458,Drenthe
9459,Drenthe
9460,Drenthe
9461,Drenthe
9462,Drenthe
9463,Drenthe
9464,Drenthe
9465,Drenthe
9466,Drenthe
9467,Drenthe
9468,Drenthe
9469,Drenthe
9470,Drenthe
9471,Drenthe
9472,Drenthe
9473,Drenthe
9474,Drenthe
9475,Drenthe
9479,Groningen
9480,Drenthe
9481,Drenthe
9482,Drenthe
9483,Drenthe
9484,Drenthe
9485,Drenthe
9486,Drenthe
9487,Drenthe
9488,Drenthe
9489,Drenthe
9491,Drenthe
9492,Drenthe
9493,Drenthe
9494,Drenthe
9495,Drenthe
9496,Drenthe
9497,Drenthe
9500,Groningen
9501,Groningen
9502,Groningen
9503,Groningen
9511,Drenthe
9512,Drenthe
9514,Drenthe
9515,Drenthe
9520,Drenthe
9521,Drenthe
9523,Drenthe
9524,Drenthe
9525,Drenthe
9526,Drenthe
9527,Drenthe
9528,Drenthe
9530,Drenthe
9531,Drenthe
9533,Drenthe
9534,Drenthe
9535,Drenthe
9536,Drenthe
9537,Drenthe
9540,Groningen
9541,Groningen
9545,Groningen
9550,Groningen
9551,Groningen
9560,Groningen
9561,Groningen
9563,Groningen
9564,Drenthe
9566,Groningen
9571,Drenthe
9573,Drenthe
9574,Drenthe
9580,Groningen
9581,Groningen
9584,Groningen
9585,Groningen
9591,Groningen
9600,Groningen
9601,Groningen
9602,Groningen
9603,Groningen
9605,Groningen
9606,Groningen
9607,Groningen
9608,Groningen
9609,Groningen
9610,Groningen
9611,Groningen
9613,Groningen
9615,Groningen
9616,Groningen
9617,Groningen
9618,Groningen
9619,Groningen
9620,Groningen
9621,Groningen
9623,Groningen
9624,Groningen
9625,Groningen
9626,Groningen
9627,Groningen
9628,Groningen
9629,Groningen
9631,Groningen
9632,Groningen
9633,Groningen
9635,Groningen
9636,Groningen
9640,Groningen
9641,Groningen
9642,Groningen
9644,Groningen
9645,Groningen
9646,Groningen
9648,Groningen
9649,Groningen
9651,Groningen
9654,Drenthe
9655,Drenthe
9656,Drenthe
9657,Drenthe
9658,Drenthe
9659,Drenthe
9661,Groningen
9663,Groningen
9665,Groningen
9670,Groningen
9671,Groningen
9672,Groningen
9673,Groningen
9674,Groningen
9675,Groningen
9677,Groningen
9678,Groningen
9679,Groningen
9681,Groningen
9682,Groningen
9684,Groningen
9685,Groningen
9686,Groningen
9687,Groningen
9688,Groningen
9691,Groningen
9693,Groningen
9695,Groningen
9696,Groningen
9697,Groningen
9698,Groningen
9699,Groningen
9700,Groningen
9701,Groningen
9702,Groningen
9703,Groningen
9704,Groningen
9711,Groningen
9712,Groningen
9713,Groningen
9714,Groningen
9715,Groningen
9716,Groningen
9717,Groningen
9718,Groningen
9721,Groningen
9722,Groningen
9723,Groningen
9724,Groningen
9725,Groningen
9726,Groningen
9727,Groningen
9728,Groningen
9731,Groningen
9732,Groningen
9733,Groningen
9734,Groningen
9735,Groningen
9736,Groningen
9737,Groningen
9738,Groningen
9741,Groningen
9742,Groningen
9743,Groningen
9744,Groningen
9745,Groningen
9746,Groningen
9747,Groningen
9749,Drenthe
9750,Groningen
9751,Groningen
9752,Groningen
9753,Groningen
9755,Groningen
9756,Groningen
9760,Drenthe
9761,Drenthe
9765,Drenthe
9766,Drenthe
9771,Groningen
9773,Groningen
9774,Groningen
9780,Groningen
9781,Groningen
9784,Groningen
9785,Groningen
9790,Groningen
9791,Groningen
9792,Groningen
9793,Groningen
9794,Groningen
9795,Groningen
9796,Groningen
9797,Groningen
9798,Groningen
9800,Groningen
9801,Groningen
9804,Groningen
9805,Groningen
9811,Groningen
9812,Groningen
9821,Groningen
9822,Groningen
9824,Groningen
9825,Groningen
9827,Groningen
9828,Groningen
9831,Groningen
9832,Groningen
9833,Groningen
9841,Groningen
9842,Groningen
9843,Groningen
9844,Groningen
9845,Groningen
9851,Friesland
9852,Friesland
9853,Friesland
9860,Groningen
9861,Groningen
9862,Groningen
9863,Groningen
9864,Groningen
9865,Groningen
9866,Groningen
9871,Friesland
9872,Friesland
9873,Friesland
9881,Groningen
9882,Groningen
9883,Groningen
9884,Groningen
9885,Groningen
9886,Groningen
9891,Groningen
9892,Groningen
9893,Groningen
9900,Groningen
9901,Groningen
9902,Groningen
9903,Groningen
9904,Groningen
9905,Groningen
9906,Groningen
9907,Groningen
9908,Groningen
9909,Groningen
9911,Groningen
9912,Groningen
9913,Groningen
9914,Groningen
9915,Groningen
9917,Groningen
9918,Groningen
9919,Groningen
9921,Groningen
9922,Groningen
9923,Groningen
9924,Groningen
9925,Groningen
9930,Groningen
9931,Groningen
9932,Groningen
9933,Groningen
9934,Groningen
9936,Groningen
9937,Groningen
9939,Groningen
9942,Groningen
9943,Groningen
9944,Groningen
9945,Groningen
9946,Groningen
9947,Groningen
9948,Groningen
9949,Groningen
9950,Groningen
9951,Groningen
9953,Groningen
9954,Groningen
9955,Groningen
9956,Groningen
9957,Groningen
9959,Groningen
9961,Groningen
9962,Groningen
9963,Groningen
9964,Groningen
9965,Groningen
9966,Groningen
9967,Groningen
9968,Groningen
9969,Groningen
9970,Groningen
9971,Groningen
9972,Groningen
9973,Groningen
9974,Groningen
9975,Groningen
9976,Groningen
9977,Groningen
9978,Groningen
9979,Groningen
9980,Groningen
9981,Groningen
9982,Groningen
9983,Groningen
9984,Groningen
9985,Groningen
9986,Groningen
9987,Groningen
9988,Groningen
9989,Groningen
9990,Groningen
9991,Groningen
9992,Groningen
9993,Groningen
9994,Groningen
9995,Groningen
9996,Groningen
9997,Groningen
9998,Groningen
9999,Groningen
